title,body,image,url
@zuyoni1,[#호기심리뷰] 자취방에 팝콘기계를 들였습니다..;; 근데 이제 감당이 안됨,https://img.youtube.com/vi/A13TEH14fU0/0.jpg,https://www.youtube.com/watch?v=A13TEH14fU0
@zuyoni1,갤럭시 쓰면 왕따? 너네 왜 그래 진짜~😩 왜 그런지 뇌절 해봤음🤩 [뇌절테크1화] (🍪쿠키영상 있음),https://img.youtube.com/vi/FS2YDPrSN1Y/0.jpg,https://www.youtube.com/watch?v=FS2YDPrSN1Y
@zuyoni1,"넷플릭스 정책변경 ㄷㄷ;; 모르고 쓰다간 정지당한다? 티빙, 웨이브, 디즈니플러스까지 OTT가격변경 싹 뜯어봤습니다",https://img.youtube.com/vi/QOnmJnnoX1o/0.jpg,https://www.youtube.com/watch?v=QOnmJnnoX1o
@zuyoni1,비염인은 이런 걸 기다렸다...스스로 살균되는 가습기;;,https://img.youtube.com/vi/6hLSB4O5hws/0.jpg,https://www.youtube.com/watch?v=6hLSB4O5hws
@zuyoni1,"스페이스 블랙 맥북 깜짝공개🍎 신형 M3맥북프로, M3아이맥 총 정리! M1,M2에서 넘어갈지 고민된다면 보세요",https://img.youtube.com/vi/8wdAB5um5FM/0.jpg,https://www.youtube.com/watch?v=8wdAB5um5FM
@zuyoni1,"신상 보스QC울트라, 소니 대신 살만 할까? (디자인, 착용감, 음질, 노이즈 캔슬링, 통화 품질, 배터리) QC Ultra VS WH-1000XM5 비교 리뷰",https://img.youtube.com/vi/hyvEVBzTcIQ/0.jpg,https://www.youtube.com/watch?v=hyvEVBzTcIQ
@zuyoni1,"새로운 갤럭시 버즈FE 사왔음! 버즈2보다 나을까? (음질, 노캔, 통화품질, 착용감, 무선충전 몽땅 비교)",https://img.youtube.com/vi/0o5xNAXb3lA/0.jpg,https://www.youtube.com/watch?v=0o5xNAXb3lA
@zuyoni1,이거 모르고 쓰면 절반은 손해보는 겁니다? 15/15프로 쓴다면 반드시 알아야 할 10가지!,https://img.youtube.com/vi/z5CCD9kLCas/0.jpg,https://www.youtube.com/watch?v=z5CCD9kLCas
@zuyoni1,갤럭시S24 반가운 소식들! 티타늄/ 1.5억화소/ 배터리신기술/ 더 각지게! 그런데 엑시노스 컴백?,https://img.youtube.com/vi/qovrfNJIbIQ/0.jpg,https://www.youtube.com/watch?v=qovrfNJIbIQ
@zuyoni1,"아이폰15 일반으로도 충분할까? 일반VS프로 차이점&성능,발열테스트까지!",https://img.youtube.com/vi/jnGFSJMVW7k/0.jpg,https://www.youtube.com/watch?v=jnGFSJMVW7k
@zuyoni1,아이폰15 티타늄 보호력 깡패?! 케이스티파이 신제품 리뷰 & 미국에서 팀쿡 만난 썰 풉니다🤩 (구독자 이벤트),https://img.youtube.com/vi/wl9PQWh1bbU/0.jpg,https://www.youtube.com/watch?v=wl9PQWh1bbU
@zuyoni1,아이폰15프로 vs 14프로 고민 끝내드릴게요 (반전의 결과가…),https://img.youtube.com/vi/w1qRh_Rd7ho/0.jpg,https://www.youtube.com/watch?v=w1qRh_Rd7ho
@zuyoni1,"아이폰15프로 왜 이러죠.. 발열 1시간 테스트, 내구성, 배터리, 고스트현상 몽땅 확인!",https://img.youtube.com/vi/oJ8nVp0JsDw/0.jpg,https://www.youtube.com/watch?v=oJ8nVp0JsDw
@zuyoni1,아이폰15프로 언박싱! 티타늄 변색? 아이폰 C타입의 위력까지 직접 확인해봤습니다🤩 [제품제공],https://img.youtube.com/vi/tCXp2ejsSHc/0.jpg,https://www.youtube.com/watch?v=tCXp2ejsSHc
@zuyoni1,에어팟프로2 떡상한다캤잖아~~ iOS17 에어팟 신기능 제대로 알고 써보자!,https://img.youtube.com/vi/0OLKZjhrRXc/0.jpg,https://www.youtube.com/watch?v=0OLKZjhrRXc
@zuyoni1,아이폰15시리즈 구매 고민? 미국에서 직접 보고 온 입장에서 속 시원히 털어드립니다ㅋㅋ,https://img.youtube.com/vi/5OOv3H22zF4/0.jpg,https://www.youtube.com/watch?v=5OOv3H22zF4
@zuyoni1,"(ENG) 전부 다 보여드릴게요. 아이폰15, 15프로, 애플워치9 실물, 기능, 스펙 총정리!",https://img.youtube.com/vi/4aYF7k7UxEM/0.jpg,https://www.youtube.com/watch?v=4aYF7k7UxEM
@zuyoni1,폴드5 한달 후기: 갈데까지 간 폴드. 존버 끝낼 때 됐다? (틀자마자 결론 나와요ㅋㅋㅋ),https://img.youtube.com/vi/ih52KxSylZ0/0.jpg,https://www.youtube.com/watch?v=ih52KxSylZ0
@zuyoni1,"고급감 미쳤다..2년만에 돌아온 톰브라운 폴드5, 갤럭시워치6 언박싱! (Galaxy Z Fold5, Watch6 Thom Browne edition Unboxing)",https://img.youtube.com/vi/JiK2NQDWXvg/0.jpg,https://www.youtube.com/watch?v=JiK2NQDWXvg
